Order Date,Region,Manager,Category,Channel,Units,Revenue,Gross Profit,Margin,Avg Unit Price
11.12.2024,Central,R. Silva,Laptops,Retail,9,4766.85,1206.2,0.253,529.65
05.05.2025,North,L. Chen,Storage,Retail,4,2128.68,775.98,0.3645,532.17
05.07.2024,Central,S. Kim,Laptops,Partner,54,18209.34,2031.85,0.1116,337.21
11.04.2024,East,M. Ivanova,Networking,Partner,37,17074.02,5224.94,0.306,461.46
28.04.2024,West,M. Ivanova,Peripherals,Retail,60,4244.4,1124.12,0.2648,70.74
25.02.2025,West,M. Ivanova,Networking,Retail,5,8887.5,3393.71,0.3819,1777.5
08.02.2025,Central,S. Kim,Monitors,Partner,46,81207.02,25066.94,0.3087,1765.37
30.07.2025,South,A. Petrov,Laptops,Retail,57,31499.91,10125.37,0.3214,552.63
06.04.2024,Central,L. Chen,Laptops,Partner,26,27956.5,3027.63,0.1083,1075.25
12.05.2025,West,A. Petrov,Peripherals,Partner,28,45713.92,7560.48,0.1654,1632.64
06.08.2025,East,M. Ivanova,Peripherals,Retail,18,10118.52,3183.53,0.3146,562.14
29.10.2024,West,A. Petrov,Storage,Retail,59,95032.48,14705.83,0.1547,1610.72
31.10.2024,East,R. Silva,Monitors,Retail,60,90721.2,38550.38,0.4249,1512.02
31.03.2024,West,S. Kim,Storage,Retail,2,2586.02,231.46,0.0895,1293.01
17.09.2025,East,S. Kim,Laptops,Partner,40,60051.2,9317.33,0.1552,1501.28
21.09.2025,West,M. Ivanova,Networking,Partner,31,48335.2,11937.87,0.247,1559.2
24.12.2024,East,A. Petrov,Laptops,Retail,43,59599.29,7578.53,0.1272,1386.03
29.05.2024,North,M. Ivanova,Networking,Online,18,3110.94,1077.5,0.3464,172.83
17.05.2024,Central,S. Kim,Monitors,Online,29,7640.92,3204.43,0.4194,263.48
12.05.2025,East,R. Silva,Laptops,Online,34,59485.04,15497.43,0.2605,1749.56
20.07.2024,Central,A. Petrov,Storage,Partner,31,22855.68,4347.74,0.1902,737.28
02.10.2025,West,L. Chen,Laptops,Online,1,1581.98,271.62,0.1717,1581.98
22.02.2025,Central,M. Ivanova,Storage,Retail,49,79333.45,7656.28,0.0965,1619.05
04.07.2024,West,R. Silva,Laptops,Retail,19,23258.47,1975.37,0.0849,1224.13
22.06.2025,West,L. Chen,Storage,Partner,6,8837.46,2957.58,0.3347,1472.91
03.05.2024,South,M. Ivanova,Peripherals,Retail,47,17977.03,4133.72,0.2299,382.49
14.09.2024,East,L. Chen,Networking,Retail,1,696.71,231.17,0.3318,696.71
14.01.2024,West,A. Petrov,Storage,Retail,51,82105.92,26714.41,0.3254,1609.92
18.06.2025,South,S. Kim,Peripherals,Retail,9,5153.4,986.56,0.1914,572.6
24.11.2024,North,D. Orlov,Laptops,Partner,18,15870.24,5609.64,0.3535,881.68
27.09.2024,South,A. Petrov,Storage,Online,56,63057.12,5493.6,0.0871,1126.02
27.03.2025,East,S. Kim,Peripherals,Retail,36,10165.68,2727.11,0.2683,282.38
04.01.2024,East,A. Petrov,Storage,Online,24,13116.48,1058.06,0.0807,546.52
02.10.2025,East,R. Silva,Monitors,Online,23,4611.27,544.81,0.1181,200.49
05.06.2024,South,A. Petrov,Laptops,Retail,32,55745.92,7202.3,0.1292,1742.06
04.06.2025,East,A. Petrov,Monitors,Online,46,12478.42,4727.28,0.3788,271.27
06.08.2025,Central,S. Kim,Peripherals,Online,27,12417.57,1692.92,0.1363,459.91
27.05.2024,East,S. Kim,Monitors,Online,34,21024.92,2692.9,0.1281,618.38
08.06.2025,East,L. Chen,Networking,Retail,49,17200.96,6699.32,0.3895,351.04
28.08.2024,Central,D. Orlov,Laptops,Online,36,57645.72,20532.89,0.3562,1601.27
13.03.2025,East,M. Ivanova,Laptops,Online,41,41821.23,12623.27,0.3018,1020.03
20.05.2024,South,D. Orlov,Networking,Online,33,13578.51,1445.47,0.1065,411.47
05.05.2025,North,R. Silva,Storage,Partner,55,51099.4,17853.03,0.3494,929.08
28.08.2025,North,S. Kim,Monitors,Online,42,23469.18,5868.74,0.2501,558.79
04.04.2025,Central,R. Silva,Laptops,Partner,45,47007,7168.7,0.1525,1044.6
24.01.2024,West,M. Ivanova,Monitors,Partner,37,24141.02,9949.32,0.4121,652.46
03.01.2025,North,S. Kim,Storage,Online,41,65998.93,26001.96,0.394,1609.73
05.08.2025,North,A. Petrov,Networking,Online,52,78783.12,11663.57,0.148,1515.06
21.06.2025,East,L. Chen,Storage,Online,58,56461.26,5853.45,0.1037,973.47
12.07.2024,Central,L. Chen,Storage,Partner,9,11408.85,4321.16,0.3788,1267.65
03.12.2024,South,R. Silva,Peripherals,Online,13,5910.71,2506.69,0.4241,454.67
03.05.2025,West,D. Orlov,Peripherals,Online,15,4808.55,634.69,0.132,320.57
04.07.2024,South,R. Silva,Storage,Partner,49,38629.15,15013.6,0.3887,788.35
23.08.2024,North,M. Ivanova,Networking,Online,2,201.94,33.96,0.1682,100.97
09.05.2025,North,A. Petrov,Laptops,Retail,11,10539.21,4179.77,0.3966,958.11
14.08.2024,East,A. Petrov,Storage,Retail,16,24132.16,7111.71,0.2947,1508.26
14.10.2024,West,D. Orlov,Storage,Online,23,19404.18,5311.61,0.2737,843.66
13.01.2024,East,R. Silva,Laptops,Retail,49,53711.84,18265.56,0.3401,1096.16
14.08.2025,West,R. Silva,Storage,Retail,12,1779.12,208.06,0.1169,148.26
22.05.2025,South,A. Petrov,Storage,Partner,53,45184.09,8518,0.1885,852.53
30.01.2024,West,S. Kim,Networking,Online,13,22469.2,5056.59,0.225,1728.4
25.09.2025,Central,S. Kim,Networking,Online,27,14031.09,4088.32,0.2914,519.67
05.08.2024,Central,R. Silva,Networking,Online,46,61167.58,17194.32,0.2811,1329.73
12.05.2024,North,M. Ivanova,Laptops,Partner,44,38094.76,8298.87,0.2178,865.79
17.01.2024,East,L. Chen,Storage,Online,28,2969.96,1198.59,0.4036,106.07
21.09.2024,North,D. Orlov,Laptops,Online,9,11973.33,3161.28,0.264,1330.37
11.01.2024,North,S. Kim,Peripherals,Online,21,7798.35,2549.52,0.3269,371.35
22.07.2024,South,D. Orlov,Networking,Online,19,19605.34,3912.3,0.1996,1031.86
04.11.2024,North,D. Orlov,Laptops,Online,5,6414,1608.35,0.2508,1282.8
12.01.2024,South,A. Petrov,Storage,Retail,42,47130.72,19181.21,0.407,1122.16
18.02.2025,West,D. Orlov,Laptops,Partner,53,55336.77,8934.65,0.1615,1044.09
15.07.2025,Central,L. Chen,Monitors,Partner,47,80127.48,9597.99,0.1198,1704.84
13.06.2025,Central,S. Kim,Storage,Online,58,54442.86,17221.93,0.3163,938.67
19.05.2024,East,R. Silva,Networking,Online,49,48339.48,20545.56,0.425,986.52
26.10.2024,South,S. Kim,Monitors,Partner,2,169.12,30.57,0.1808,84.56
19.01.2025,North,L. Chen,Laptops,Partner,7,2640.61,1060.43,0.4016,377.23
09.09.2025,Central,R. Silva,Monitors,Retail,50,55778,9196.58,0.1649,1115.56
14.02.2025,South,M. Ivanova,Storage,Online,1,1488.38,364.11,0.2446,1488.38
17.06.2025,North,M. Ivanova,Laptops,Retail,20,21866.2,5501.1,0.2516,1093.31
29.04.2025,South,R. Silva,Networking,Retail,49,34192.69,9767.1,0.2856,697.81
04.11.2024,East,M. Ivanova,Laptops,Partner,35,16142,4957.52,0.3071,461.2
12.09.2024,North,D. Orlov,Storage,Partner,9,11754.9,4181.62,0.3557,1306.1
12.11.2024,Central,A. Petrov,Storage,Partner,28,15835.68,5464.4,0.3451,565.56
28.06.2025,East,R. Silva,Monitors,Partner,2,1078.42,115.94,0.1075,539.21
17.03.2024,West,M. Ivanova,Networking,Partner,18,3868.56,1297.93,0.3355,214.92
04.05.2024,Central,S. Kim,Monitors,Partner,26,28806.44,7924.76,0.2751,1107.94
17.04.2025,West,S. Kim,Storage,Retail,13,7161.05,2309.49,0.3225,550.85
09.03.2024,South,M. Ivanova,Peripherals,Partner,39,57824.13,21384.01,0.3698,1482.67
03.04.2025,South,L. Chen,Networking,Online,52,61286.16,12311.91,0.2009,1178.58
10.01.2024,West,D. Orlov,Networking,Online,17,4070.99,741.45,0.1821,239.47
11.01.2025,North,D. Orlov,Monitors,Retail,43,6584.16,2138.26,0.3248,153.12
23.01.2024,South,L. Chen,Storage,Partner,13,15532.01,3057.98,0.1969,1194.77
17.03.2025,West,M. Ivanova,Monitors,Partner,31,34472,13055.46,0.3787,1112
07.02.2025,East,D. Orlov,Networking,Partner,56,89565.84,10413.75,0.1163,1599.39
01.09.2025,East,S. Kim,Storage,Retail,16,11266.88,1057.03,0.0938,704.18
03.04.2025,Central,M. Ivanova,Monitors,Online,46,52701.28,21686.48,0.4115,1145.68
31.03.2024,West,L. Chen,Monitors,Online,17,18968.43,8312.93,0.4383,1115.79
01.09.2025,Central,L. Chen,Peripherals,Retail,40,69928.8,9711.82,0.1389,1748.22
08.03.2025,East,A. Petrov,Storage,Retail,8,7627.52,3044.47,0.3991,953.44
15.03.2024,West,M. Ivanova,Peripherals,Online,39,56268.42,21027.98,0.3737,1442.78
18.04.2024,West,L. Chen,Monitors,Online,7,7994.63,3192.81,0.3994,1142.09
14.10.2024,Central,L. Chen,Peripherals,Partner,14,976.92,376.15,0.385,69.78
06.08.2024,West,D. Orlov,Monitors,Retail,8,10962.96,2677.11,0.2442,1370.37
14.01.2024,North,S. Kim,Laptops,Retail,57,89024.31,33841.6,0.3801,1561.83
04.03.2024,North,S. Kim,Storage,Retail,16,11197.28,975.3,0.0871,699.83
23.07.2024,East,A. Petrov,Laptops,Retail,51,72670.92,9218.06,0.1268,1424.92
15.03.2025,West,M. Ivanova,Monitors,Partner,43,48754.26,9911.48,0.2033,1133.82
20.06.2025,West,R. Silva,Laptops,Online,23,25952.74,10295.42,0.3967,1128.38
31.05.2025,East,M. Ivanova,Monitors,Online,4,6336.12,2457.81,0.3879,1584.03
03.07.2024,South,A. Petrov,Storage,Online,24,40295.76,14601.11,0.3623,1678.99
30.03.2025,North,D. Orlov,Networking,Online,23,36276.06,15770.59,0.4347,1577.22
16.09.2024,East,M. Ivanova,Storage,Retail,48,56892.48,11130.51,0.1956,1185.26
31.01.2025,West,M. Ivanova,Laptops,Retail,28,32474.68,9034.25,0.2782,1159.81
02.05.2024,North,D. Orlov,Storage,Retail,59,73492.17,9780.98,0.1331,1245.63
02.10.2025,North,A. Petrov,Monitors,Retail,33,8236.47,3182.54,0.3864,249.59
25.02.2024,South,R. Silva,Peripherals,Partner,50,26535.5,2747.41,0.1035,530.71
14.12.2024,West,D. Orlov,Laptops,Partner,44,69564,18531.03,0.2664,1581
29.02.2024,Central,S. Kim,Laptops,Online,5,2260.8,545.53,0.2413,452.16
06.02.2025,East,A. Petrov,Monitors,Retail,28,39417,6685.85,0.1696,1407.75
12.09.2025,East,S. Kim,Storage,Retail,32,53047.04,19639.74,0.3702,1657.72
10.08.2024,West,L. Chen,Monitors,Partner,44,64380.36,9297.4,0.1444,1463.19
29.12.2024,North,R. Silva,Peripherals,Online,40,24226.8,2849.21,0.1176,605.67
03.12.2024,South,A. Petrov,Peripherals,Retail,50,71903.5,31503.06,0.4381,1438.07
03.10.2024,West,D. Orlov,Laptops,Retail,43,7254.1,1841.37,0.2538,168.7
02.02.2024,West,D. Orlov,Networking,Partner,47,19228.64,4714.33,0.2452,409.12
22.04.2025,North,L. Chen,Monitors,Retail,25,30618.25,4345.67,0.1419,1224.73
04.05.2025,East,A. Petrov,Monitors,Partner,19,32688.93,12053.47,0.3687,1720.47
13.07.2025,Central,D. Orlov,Laptops,Partner,7,9410.87,836.63,0.0889,1344.41
23.05.2024,East,L. Chen,Networking,Partner,27,44397.18,18660,0.4203,1644.34
09.04.2025,West,R. Silva,Networking,Retail,38,38747.84,11813.08,0.3049,1019.68
17.01.2024,West,S. Kim,Storage,Online,50,7036,1723.74,0.245,140.72
30.01.2024,North,L. Chen,Storage,Partner,59,98119.36,29802.84,0.3037,1663.04
22.04.2024,East,M. Ivanova,Networking,Online,30,11760.9,3180.85,0.2705,392.03
24.09.2024,North,A. Petrov,Peripherals,Online,24,38540.4,7181.18,0.1863,1605.85
05.08.2024,South,S. Kim,Monitors,Retail,9,6455.34,2014.27,0.312,717.26
30.12.2024,East,D. Orlov,Storage,Retail,58,88069.52,32311.02,0.3669,1518.44
03.03.2024,South,M. Ivanova,Storage,Online,54,56901.96,8416.59,0.1479,1053.74
24.01.2025,North,M. Ivanova,Networking,Partner,36,6693.12,2391.84,0.3574,185.92
24.07.2025,Central,A. Petrov,Laptops,Online,3,4728.42,1812.8,0.3834,1576.14
30.08.2024,Central,M. Ivanova,Peripherals,Partner,19,16058.23,1477.61,0.092,845.17
29.12.2024,West,L. Chen,Monitors,Online,39,62767.38,14466.46,0.2305,1609.42
29.01.2024,North,L. Chen,Networking,Online,42,68882.1,22131.38,0.3213,1640.05
15.01.2025,North,R. Silva,Laptops,Retail,26,17911.14,2302.05,0.1285,688.89
16.02.2024,West,A. Petrov,Storage,Partner,38,31714.04,12395.09,0.3908,834.58
13.12.2024,North,S. Kim,Laptops,Retail,53,74653.15,10407.36,0.1394,1408.55
17.04.2024,South,R. Silva,Monitors,Retail,24,19950.48,4959.52,0.2486,831.27
04.09.2025,West,M. Ivanova,Monitors,Online,19,12591.87,5268.55,0.4184,662.73
26.05.2025,North,M. Ivanova,Networking,Retail,49,84735.7,35404.81,0.4178,1729.3
24.09.2025,South,R. Silva,Laptops,Partner,59,17992.64,5229.06,0.2906,304.96
22.07.2025,South,R. Silva,Networking,Retail,9,13060.62,2655.04,0.2033,1451.18
25.07.2025,South,R. Silva,Monitors,Online,43,49310.25,20392.24,0.4135,1146.75
26.10.2024,North,S. Kim,Monitors,Retail,42,26803.56,3259.9,0.1216,638.18
18.08.2024,Central,L. Chen,Networking,Retail,52,19433.44,7044.47,0.3625,373.72
26.02.2025,South,M. Ivanova,Storage,Partner,44,54666.92,20163.44,0.3688,1242.43
21.09.2025,South,S. Kim,Monitors,Partner,17,15511.31,4286.4,0.2763,912.43
23.01.2025,South,A. Petrov,Laptops,Partner,2,2185.52,656.79,0.3005,1092.76
14.01.2024,Central,L. Chen,Peripherals,Retail,29,47706.74,19533.6,0.4095,1645.06
27.05.2025,North,D. Orlov,Peripherals,Partner,14,13705.86,1971.69,0.1439,978.99
19.08.2024,Central,L. Chen,Laptops,Online,59,73996.62,19694.16,0.2661,1254.18
01.06.2025,North,L. Chen,Storage,Retail,13,17952.87,7890.17,0.4395,1380.99
07.04.2025,South,D. Orlov,Monitors,Online,37,63327.35,10950.74,0.1729,1711.55
23.11.2024,Central,R. Silva,Peripherals,Partner,18,19446.66,2062.92,0.1061,1080.37
30.08.2025,South,M. Ivanova,Monitors,Partner,6,7890.96,1285.62,0.1629,1315.16
27.04.2025,East,R. Silva,Peripherals,Retail,24,24774.24,3338.42,0.1348,1032.26
20.01.2025,Central,A. Petrov,Laptops,Retail,35,11589.2,3928.81,0.339,331.12
19.03.2025,Central,A. Petrov,Laptops,Partner,19,30859.99,6149.7,0.1993,1624.21
17.02.2025,North,R. Silva,Monitors,Retail,3,4196.67,449.77,0.1072,1398.89
21.11.2024,West,S. Kim,Peripherals,Online,26,35674.86,9452.95,0.265,1372.11
11.08.2025,North,A. Petrov,Storage,Retail,44,63847.52,8703.6,0.1363,1451.08
16.06.2025,Central,L. Chen,Storage,Partner,1,1154.23,467.66,0.4052,1154.23
05.06.2025,East,A. Petrov,Laptops,Online,47,69187.29,13084.35,0.1891,1472.07
04.08.2024,Central,D. Orlov,Storage,Partner,41,36010.71,7929,0.2202,878.31
12.11.2024,West,S. Kim,Storage,Partner,48,21370.56,8827.1,0.413,445.22
10.05.2024,West,L. Chen,Peripherals,Retail,43,26465.21,8053.09,0.3043,615.47
14.01.2024,West,L. Chen,Storage,Retail,21,16160.55,2916.49,0.1805,769.55
28.06.2025,Central,L. Chen,Storage,Retail,9,12353.04,3487.08,0.2823,1372.56
25.11.2024,Central,L. Chen,Laptops,Online,12,2910.36,1128.72,0.3878,242.53
16.06.2025,East,L. Chen,Peripherals,Online,14,3599.4,1043.83,0.29,257.1
22.10.2024,North,A. Petrov,Laptops,Partner,11,13931.61,4937,0.3544,1266.51
05.01.2024,South,M. Ivanova,Networking,Online,24,26184.48,10448.58,0.399,1091.02
22.06.2024,South,M. Ivanova,Laptops,Online,55,51242.95,13700.12,0.2674,931.69
02.03.2025,West,D. Orlov,Peripherals,Retail,9,6693.21,2618.32,0.3912,743.69
17.06.2024,Central,A. Petrov,Monitors,Partner,14,3956.96,626.64,0.1584,282.64
06.02.2025,Central,A. Petrov,Storage,Partner,31,10145.06,1304.15,0.1285,327.26
11.10.2024,West,M. Ivanova,Monitors,Online,1,855.27,316.14,0.3696,855.27
21.08.2025,Central,L. Chen,Peripherals,Partner,48,11658.24,2753,0.2361,242.88
20.05.2025,Central,S. Kim,Laptops,Partner,9,3230.91,713.2,0.2207,358.99
14.10.2024,North,R. Silva,Laptops,Online,53,25058.93,4735.87,0.189,472.81
19.05.2025,West,S. Kim,Laptops,Partner,1,160.42,41.65,0.2596,160.42
01.09.2025,Central,L. Chen,Monitors,Retail,19,8913.66,804.48,0.0903,469.14
28.04.2025,West,M. Ivanova,Laptops,Online,59,25833.74,5185.36,0.2007,437.86
03.05.2025,North,R. Silva,Peripherals,Retail,32,31655.36,8970.56,0.2834,989.23
30.08.2025,West,S. Kim,Storage,Online,58,61425.48,11716.35,0.1907,1059.06
01.03.2024,East,D. Orlov,Laptops,Retail,21,6987.75,1780.02,0.2547,332.75
11.05.2024,East,D. Orlov,Monitors,Online,13,17322.5,5086.82,0.2937,1332.5
15.07.2024,North,M. Ivanova,Storage,Partner,47,4886.12,614.5,0.1258,103.96
04.01.2025,Central,D. Orlov,Storage,Online,52,3541.2,594.86,0.168,68.1
12.07.2024,Central,A. Petrov,Networking,Partner,39,61494.81,14494.59,0.2357,1576.79
18.06.2025,North,R. Silva,Storage,Online,51,34913.07,14364.48,0.4114,684.57
26.12.2024,East,A. Petrov,Networking,Partner,52,4046.12,498.17,0.1231,77.81
20.10.2024,North,S. Kim,Networking,Retail,5,5433.7,1075.01,0.1978,1086.74
19.05.2025,West,L. Chen,Laptops,Partner,27,28234.98,11473.91,0.4064,1045.74
15.03.2024,West,R. Silva,Laptops,Retail,46,40057.26,8733.56,0.218,870.81
10.05.2025,Central,M. Ivanova,Networking,Retail,60,83987.4,32261.38,0.3841,1399.79
03.06.2024,West,M. Ivanova,Laptops,Partner,5,6890.45,1558.02,0.2261,1378.09
25.05.2025,South,L. Chen,Monitors,Retail,19,32304.56,7287.2,0.2256,1700.24
03.09.2024,Central,M. Ivanova,Storage,Retail,5,6960.1,779.52,0.112,1392.02
31.03.2024,West,R. Silva,Laptops,Online,47,16307.12,6434.31,0.3946,346.96
01.01.2024,East,R. Silva,Laptops,Online,60,37770.6,8582.52,0.2272,629.51
15.02.2024,West,M. Ivanova,Laptops,Retail,42,24556.56,6580.99,0.268,584.68
11.03.2025,East,A. Petrov,Monitors,Partner,3,4505.07,1590.56,0.3531,1501.69
16.02.2024,West,M. Ivanova,Networking,Online,35,8933.75,1944.02,0.2176,255.25
17.05.2024,South,R. Silva,Networking,Retail,24,30214.08,4457.13,0.1475,1258.92
05.04.2024,North,M. Ivanova,Peripherals,Retail,5,7890.6,3266.7,0.414,1578.12
09.08.2024,South,S. Kim,Monitors,Online,38,15077.64,1243.68,0.0825,396.78
15.09.2025,Central,L. Chen,Storage,Partner,31,50602.85,12886.64,0.2547,1632.35
22.03.2024,West,R. Silva,Peripherals,Online,50,33694,8062.4,0.2393,673.88
19.01.2025,Central,D. Orlov,Laptops,Online,57,49601.4,14424.86,0.2908,870.2
17.07.2025,West,A. Petrov,Laptops,Partner,18,26906.94,4753.56,0.1767,1494.83
29.08.2024,West,R. Silva,Monitors,Online,59,58506.76,20513.53,0.3506,991.64
07.07.2024,Central,R. Silva,Storage,Retail,20,13231,3165.28,0.2392,661.55
15.05.2025,East,A. Petrov,Storage,Retail,51,51643.11,10558.58,0.2045,1012.61
16.01.2024,East,D. Orlov,Laptops,Partner,15,2373.75,778.63,0.328,158.25
26.06.2025,Central,S. Kim,Networking,Partner,22,28118.2,5103.83,0.1815,1278.1
25.01.2024,South,M. Ivanova,Monitors,Retail,1,585.25,159.26,0.2721,585.25
09.03.2024,East,D. Orlov,Peripherals,Online,27,41866.74,14077.15,0.3362,1550.62
26.06.2024,Central,L. Chen,Peripherals,Online,9,15227.55,3688.64,0.2422,1691.95
17.12.2024,East,D. Orlov,Networking,Partner,3,443.31,106.65,0.2406,147.77
24.07.2024,Central,M. Ivanova,Peripherals,Retail,55,6792.5,2345.42,0.3453,123.5
25.03.2025,North,R. Silva,Storage,Partner,52,63984.96,16147.54,0.2524,1230.48
17.09.2024,West,D. Orlov,Monitors,Retail,52,92015.56,22570.89,0.2453,1769.53
15.06.2024,South,M. Ivanova,Networking,Partner,37,36971.14,3941.57,0.1066,999.22
08.08.2025,North,L. Chen,Peripherals,Retail,12,10431.24,3667.6,0.3516,869.27
24.05.2025,Central,A. Petrov,Laptops,Retail,46,41682.9,16039.59,0.3848,906.15
19.06.2025,South,D. Orlov,Storage,Retail,33,32802,11632.68,0.3546,994
18.07.2025,South,R. Silva,Monitors,Online,49,3558.87,928.55,0.2609,72.63
07.12.2024,East,D. Orlov,Monitors,Partner,60,68815.2,13834.97,0.201,1146.92
14.02.2025,Central,A. Petrov,Networking,Retail,41,40157.45,6985.62,0.174,979.45
09.09.2024,South,M. Ivanova,Storage,Partner,48,21531.84,3933.82,0.1827,448.58
05.01.2024,Central,R. Silva,Monitors,Online,30,26355.6,11546.61,0.4381,878.52
22.02.2024,East,A. Petrov,Peripherals,Online,5,5304.45,1529.47,0.2883,1060.89
16.06.2025,South,D. Orlov,Networking,Retail,1,113.95,27.57,0.2419,113.95
31.12.2024,Central,L. Chen,Storage,Partner,55,97808.7,34658.39,0.3543,1778.34
10.07.2024,West,S. Kim,Storage,Retail,14,10997.28,2637.15,0.2398,785.52
27.06.2024,Central,R. Silva,Storage,Retail,49,80323.25,34662.91,0.4315,1639.25
29.05.2025,South,S. Kim,Peripherals,Online,21,33164.46,9365.61,0.2824,1579.26
12.01.2025,Central,A. Petrov,Laptops,Retail,53,41932.01,17667.37,0.4213,791.17
06.12.2024,South,D. Orlov,Laptops,Online,27,16815.06,6605.13,0.3928,622.78
29.07.2024,West,D. Orlov,Storage,Online,39,38211.81,5802.28,0.1518,979.79
23.05.2024,North,A. Petrov,Peripherals,Partner,51,24997.14,8561.49,0.3425,490.14
11.06.2024,South,A. Petrov,Networking,Online,39,26742.69,4032.09,0.1508,685.71
09.07.2024,South,L. Chen,Monitors,Retail,23,8532.77,2012.37,0.2358,370.99
21.06.2024,South,A. Petrov,Peripherals,Online,27,34844.85,13174.82,0.3781,1290.55
03.05.2024,East,M. Ivanova,Laptops,Online,9,1478.88,538.33,0.364,164.32
09.12.2024,Central,R. Silva,Peripherals,Online,3,1884.63,152.34,0.0808,628.21
25.03.2024,Central,D. Orlov,Monitors,Retail,38,3120.56,1074.72,0.3444,82.12
15.09.2024,South,R. Silva,Networking,Partner,56,6900.32,878.85,0.1274,123.22
19.03.2025,East,D. Orlov,Monitors,Retail,53,41908.69,6524.52,0.1557,790.73
17.07.2025,East,M. Ivanova,Networking,Partner,5,505.75,148.87,0.2944,101.15
08.08.2025,West,R. Silva,Laptops,Partner,43,61265.54,24343.09,0.3973,1424.78
21.03.2024,West,R. Silva,Networking,Partner,20,18242.2,7679.46,0.421,912.11
04.03.2025,West,L. Chen,Peripherals,Online,52,50590.8,8251.4,0.1631,972.9
17.04.2025,North,R. Silva,Storage,Partner,56,35354.48,12572.85,0.3556,631.33
13.08.2025,North,R. Silva,Networking,Partner,6,1511.64,128.32,0.0849,251.94
07.01.2025,West,S. Kim,Networking,Retail,26,29414.32,12562.66,0.4271,1131.32
19.04.2025,Central,S. Kim,Networking,Online,18,2132.1,266.11,0.1248,118.45
21.04.2024,Central,R. Silva,Networking,Retail,2,1981.52,679.46,0.3429,990.76
12.06.2024,West,A. Petrov,Networking,Online,33,36337.29,6145.46,0.1691,1101.13
25.06.2025,South,M. Ivanova,Laptops,Online,57,74103.42,14548.36,0.1963,1300.06
23.06.2024,North,L. Chen,Networking,Online,1,633.7,264.43,0.4173,633.7
19.06.2025,Central,M. Ivanova,Laptops,Partner,7,3780.42,1522.22,0.4027,540.06
25.12.2024,Central,A. Petrov,Laptops,Retail,2,2572.84,544.17,0.2115,1286.42
28.03.2024,East,L. Chen,Storage,Partner,35,3319.75,590.28,0.1778,94.85
18.05.2025,North,L. Chen,Storage,Online,22,28429.28,4136.66,0.1455,1292.24
15.09.2025,North,A. Petrov,Peripherals,Retail,49,12839.47,1686.94,0.1314,262.03
02.03.2025,Central,L. Chen,Storage,Retail,26,21765.64,9052.73,0.4159,837.14
05.02.2025,South,R. Silva,Storage,Retail,3,2962.98,318.28,0.1074,987.66
02.12.2024,South,D. Orlov,Laptops,Retail,34,30110.4,11682.05,0.388,885.6
06.10.2024,East,S. Kim,Storage,Partner,22,20281.36,4882.43,0.2407,921.88
31.05.2024,Central,A. Petrov,Peripherals,Partner,37,65840.39,9939.41,0.151,1779.47
11.03.2024,East,L. Chen,Networking,Retail,28,46841.2,15571.78,0.3324,1672.9
16.02.2024,Central,D. Orlov,Monitors,Online,45,32098.05,13039.35,0.4062,713.29
08.06.2024,Central,A. Petrov,Storage,Retail,1,938.67,96.2,0.1025,938.67
13.02.2024,South,S. Kim,Networking,Retail,28,29007.16,5120.42,0.1765,1035.97
18.06.2025,Central,A. Petrov,Laptops,Online,3,5082.03,1421.3,0.2797,1694.01
01.04.2024,South,S. Kim,Peripherals,Retail,51,54019.71,12358.93,0.2288,1059.21
05.03.2024,North,A. Petrov,Storage,Retail,43,74257.99,25650.9,0.3454,1726.93
10.05.2024,East,M. Ivanova,Monitors,Retail,21,37118.76,9463.73,0.255,1767.56
